gene,evalue,hit,species,kTotal,kWithin,kOut,kDiff,behavioral_category,fire_ant_ortholog,honey_bee_ortholog,fpkm,ortholog,dN/dS
XLOC_002153,NA,,,264.9976659,138.8140849,126.183581,12.63050397,all others,0,0,1.382083333,neither,NA
XLOC_002154,4.39E-26,gi|307211393|gb|EFN87520.1| Nose resistant to fluoxetine protein 6,Harpegnathos saltator,215.8736238,98.05883302,117.8147908,-19.75595774,all others,0,0,2.472083333,neither,NA
XLOC_002155,NA,,,279.1801023,135.6510654,143.5290369,-7.877971474,all others,0,0,3.100833333,neither,NA
XLOC_002156,1.63E-14,"gi|332016404|gb|EGI57317.1| MOSC domain-containing protein 1, mitochondrial",Acromyrmex echinatior,868.6829823,391.6322318,477.0507505,-85.41851865,all others,0,0,2.8325,neither,NA
XLOC_002157,0,gi|307179392|gb|EFN67722.1| Transcription initiation factor IIB,Camponotus floridanus,716.6351218,402.3475554,314.2875664,88.05998895,all others,1,1,27.2325,both,0.0083
XLOC_002158,NA,,,493.4746631,236.3689948,257.1056683,-20.73667346,all others,0,0,2.001666667,neither,NA
XLOC_002159,1.98E-107,gi|332018662|gb|EGI59234.1| Nuclear factor of activated T-cells 5,Acromyrmex echinatior,187.4114775,43.20137344,144.210104,-101.0087306,all others,0,0,13.52166667,neither,NA
XLOC_002160,3.40E-164,gi|332018663|gb|EGI59235.1| Beta-lactamase-like protein 2,Acromyrmex echinatior,1029.226514,648.6312378,380.595276,268.0359618,forager,1,0,21.13041667,Sinv only,0.1066
XLOC_002161,NA,,,108.8104725,10.16941739,98.6410551,-88.47163771,all others,0,0,16.80708333,neither,NA
XLOC_002163,9.50E-93,gi|332017496|gb|EGI58216.1| Post-GPI attachment to proteins factor 3,Acromyrmex echinatior,509.8241819,97.17812611,412.6460557,-315.4679296,nurse,1,1,8.006666667,both,0.1335
XLOC_002164,0,gi|307169178|gb|EFN61994.1| Spectrin alpha chain,Camponotus floridanus,1705.774973,982.867787,722.907186,259.960601,all others,1,1,42.55625,both,0.0167
XLOC_002165,0,gi|332022643|gb|EGI62931.1| Transmembrane protein 39A-B,Acromyrmex echinatior,993.9741607,532.5219593,461.4522014,71.06975783,all others,1,1,4.575,both,0.3585
XLOC_002166,6.56E-68,gi|332023209|gb|EGI63465.1| Transcription initiation factor TFIID subunit 5,Acromyrmex echinatior,315.0896744,83.34703742,231.742637,-148.3955996,all others,0,0,3.040416667,neither,NA
XLOC_002167,3.49E-32,gi|332023210|gb|EGI63466.1| NCK-interacting protein with SH3 domain,Acromyrmex echinatior,218.4378074,101.1329694,117.3048379,-16.17186849,all others,0,0,3.719583333,neither,NA
XLOC_002168,0,gi|332023209|gb|EGI63465.1| Transcription initiation factor TFIID subunit 5,Acromyrmex echinatior,616.8032069,237.2494896,379.5537172,-142.3042276,all others,0,1,15.53291667,Amel only,NA
XLOC_002169,1.02E-67,gi|332023208|gb|EGI63464.1| Insulin gene enhancer protein ISL-1,Acromyrmex echinatior,255.0394747,112.6152046,142.42427,-29.80906537,all others,1,0,7.70125,Sinv only,0.1137
XLOC_002170,1.37E-33,gi|332023074|gb|EGI63339.1| Fragile X mental retardation syndrome-related protein 1,Acromyrmex echinatior,1493.100944,728.4765226,764.6244217,-36.14789908,all others,1,0,21.73125,Sinv only,0.5257
XLOC_002173,NA,,,995.3859976,643.587039,351.7989586,291.7880804,all others,0,0,6.7525,neither,NA
XLOC_002174,0,gi|307213441|gb|EFN88863.1| Bone morphogenetic protein receptor type-2,Harpegnathos saltator,658.2149181,282.2481754,375.9667427,-93.71856732,all others,1,1,14.29708333,both,0.1012
XLOC_002175,2.04E-111,gi|332025129|gb|EGI65309.1| Monocarboxylate transporter 14,Acromyrmex echinatior,343.5883756,190.363932,153.2244437,37.13948829,all others,1,1,1.56875,both,0.0662
XLOC_002177,0,gi|332020120|gb|EGI60564.1| Adenosine receptor A2b,Acromyrmex echinatior,334.9037206,84.85745017,250.0462705,-165.1888203,all others,1,1,4.211666667,both,0.3203
XLOC_002178,7.97E-67,"gi|242008157|ref|XP_002424878.1| guanine nucleotide-binding protein G(q), subunit alpha, putative",Pediculus humanus corporis,964.6977762,572.4521551,392.245621,180.2065341,all others,0,0,12.52375,neither,NA
XLOC_002179,0,gi|307190294|gb|EFN74386.1| Midasin,Camponotus floridanus,799.6537702,488.2867164,311.3670538,176.9196626,all others,0,0,1.0625,neither,NA
XLOC_002180,NA,,,583.4705572,338.5474853,244.9230719,93.62441342,all others,0,0,8.967083333,neither,NA
XLOC_002181,1.49E-10,gi|328351260|emb|CCA37660.1| Cell surface glycoprotein 1,Komagataella pastoris CBS 7435,1191.56077,549.0204371,642.5403331,-93.51989597,all others,0,0,6.61,neither,NA
XLOC_002182,NA,,,306.2694404,134.4709426,171.7984977,-37.3275551,all others,0,0,19.96458333,neither,NA
XLOC_002183,2.03E-09,gi|307205079|gb|EFN83550.1| Serine/threonine-protein kinase 16,Harpegnathos saltator,1129.542093,452.0204294,677.5216634,-225.501234,all others,1,0,3.976666667,Sinv only,0.031
XLOC_002185,2.72E-69,gi|332031627|gb|EGI71098.1| Dynamin,Acromyrmex echinatior,535.1614974,269.9880011,265.1734963,4.814504747,all others,0,0,52.315,neither,NA
XLOC_002186,4.43E-11,gi|332025902|gb|EGI66058.1| Growth hormone-inducible transmembrane protein,Acromyrmex echinatior,127.1164662,35.66427373,91.45219242,-55.78791869,all others,0,0,2.592916667,neither,NA
XLOC_002187,9.41E-129,gi|332028116|gb|EGI68167.1| HD domain-containing protein 2,Acromyrmex echinatior,930.8413914,441.7496751,489.0917163,-47.34204121,all others,1,1,56.19875,both,0.0333
XLOC_002188,NA,,,575.2200187,105.1509552,470.0690634,-364.9181082,all others,0,0,8.413333333,neither,NA
XLOC_002190,NA,,,445.5772451,111.6772143,333.9000308,-222.2228165,nurse,0,0,13.30791667,neither,NA
XLOC_002191,1.27E-27,gi|332018327|gb|EGI58932.1| Hrp65 protein,Acromyrmex echinatior,1854.702937,527.1012066,1327.60173,-800.5005234,all others,0,0,12.69791667,neither,NA
XLOC_002192,2.74E-72,gi|332022486|gb|EGI62793.1| Paired amphipathic helix protein Sin3a,Acromyrmex echinatior,908.2001201,372.0485569,536.1515632,-164.1030063,all others,1,0,16.08041667,Sinv only,0.137
XLOC_002193,0,gi|307180292|gb|EFN68325.1| Lymphoid-specific helicase,Camponotus floridanus,297.7376475,145.9298265,151.807821,-5.877994575,all others,1,0,1.322916667,Sinv only,0.2559
XLOC_002194,1.74E-08,gi|332019439|gb|EGI59923.1| Protein FAM179B,Acromyrmex echinatior,629.2470614,345.6159669,283.6310945,61.98487245,all others,0,0,2.087083333,neither,NA
XLOC_002195,0,gi|307207933|gb|EFN85492.1| Sterol regulatory element-binding protein 1,Harpegnathos saltator,774.0098688,293.9954891,480.0143797,-186.0188906,all others,1,1,43.31166667,both,0.0625
XLOC_002196,0,gi|332019437|gb|EGI59921.1| Uncharacterized protein KIAA1841-like protein,Acromyrmex echinatior,559.1602346,301.6360412,257.5241934,44.11184771,all others,1,1,7.036666667,both,0.1538
XLOC_002197,3.20E-76,gi|332027271|gb|EGI67355.1| Serine/arginine repetitive matrix protein 2,Acromyrmex echinatior,801.1329746,58.155738,742.9772366,-684.8214986,all others,1,1,67.52416667,both,0.101
XLOC_002198,1.48E-86,gi|332018584|gb|EGI59169.1| Myosin-I heavy chain,Acromyrmex echinatior,619.7915454,418.5616438,201.2299016,217.3317421,forager,0,0,2.826666667,neither,NA
XLOC_002200,3.46E-66,gi|307209411|gb|EFN86428.1| Transportin-1,Harpegnathos saltator,1134.799148,711.7784599,423.020688,288.7577719,all others,0,0,11.96916667,neither,NA
XLOC_002201,1.97E-154,gi|332025501|gb|EGI65664.1| Kinesin-like protein KIF12,Acromyrmex echinatior,316.2937395,169.4936499,146.8000896,22.69356035,all others,0,0,3.96875,neither,NA
XLOC_002202,0,gi|332019221|gb|EGI59731.1| Histone acetyltransferase Tip60,Acromyrmex echinatior,737.9208797,410.8740105,327.0468692,83.82714133,all others,1,1,6.62125,both,0.0176
XLOC_002203,NA,,,208.3956178,59.78396126,148.6116565,-88.82769528,all others,0,0,1.694166667,neither,NA
XLOC_002204,0,gi|332027475|gb|EGI67558.1| Coiled-coil domain-containing protein 111,Acromyrmex echinatior,325.6265815,163.9932464,161.6333351,2.359911345,all others,1,1,1.09875,both,0.2461
XLOC_002206,1.32E-55,gi|332025488|gb|EGI65651.1| Ethanolaminephosphotransferase 1,Acromyrmex echinatior,235.933378,25.87203049,210.0613475,-184.189317,all others,0,0,9.217916667,neither,NA
XLOC_002208,0,gi|332025488|gb|EGI65651.1| Ethanolaminephosphotransferase 1,Acromyrmex echinatior,1397.105566,681.4632454,715.6423205,-34.17907501,all others,1,1,16.29166667,both,0.1574
XLOC_002209,0,gi|307178255|gb|EFN67040.1| Uncharacterized protein KIAA1033,Camponotus floridanus,1099.891438,586.3934867,513.4979513,72.8955354,nurse,1,1,13.57791667,both,0.0423
XLOC_002210,1.08E-83,gi|332025485|gb|EGI65648.1| 60S ribosomal protein L23a,Acromyrmex echinatior,1040.451573,447.0970439,593.3545295,-146.2574855,all others,1,1,576.8058333,both,0.0388
XLOC_002211,NA,,,274.7069027,92.61469475,182.0922079,-89.4775132,all others,0,0,16.86916667,neither,NA
XLOC_002212,5.72E-28,gi|332024734|gb|EGI64923.1| Carbohydrate sulfotransferase 5,Acromyrmex echinatior,500.9061807,235.4135861,265.4925946,-30.07900849,all others,0,0,3.590416667,neither,NA
XLOC_002213,NA,,,161.4253988,76.22004017,85.20535866,-8.985318492,all others,0,0,1.28375,neither,NA
XLOC_002214,0,gi|307199211|gb|EFN79898.1| Serine palmitoyltransferase 2,Harpegnathos saltator,1083.76033,764.3112729,319.4490572,444.8622157,forager,1,1,17.37708333,both,0.0255
XLOC_002215,9.73E-18,gi|332027991|gb|EGI68042.1| Phosphatidylinositol N-acetylglucosaminyltransferase subunit H,Acromyrmex echinatior,694.8377436,337.2122,357.6255436,-20.41334364,all others,1,0,19.66166667,Sinv only,0.3373
XLOC_002216,3.19E-128,gi|332023502|gb|EGI63740.1| High affinity copper uptake protein 1,Acromyrmex echinatior,1726.76745,1071.855469,654.9119814,416.9434875,all others,1,1,23.2025,both,0.0965
XLOC_002217,NA,,,589.3985342,316.3463858,273.0521484,43.29423745,all others,0,0,4.034583333,neither,NA
XLOC_002218,NA,,,387.8788285,21.01869983,366.8601287,-345.8414289,all others,0,0,1.7675,neither,NA
XLOC_002219,NA,,,260.868866,114.4302011,146.4386649,-32.00846376,all others,0,0,1.287916667,neither,NA
XLOC_002220,4.74E-18,gi|307189322|gb|EFN73753.1| Nudix hydrolase 8,Camponotus floridanus,153.4851938,46.6736273,106.8115665,-60.13793922,all others,0,0,1.433333333,neither,NA
XLOC_002221,0,gi|307197399|gb|EFN78671.1| Disco-interacting protein 2,Harpegnathos saltator,1216.296319,575.4999643,640.7963543,-65.29639,all others,1,0,5.061666667,Sinv only,0.0219
XLOC_002222,9.98E-54,gi|307167054|gb|EFN60857.1| Protein turtle,Camponotus floridanus,143.9351006,51.86019037,92.07491027,-40.2147199,all others,1,0,2.054166667,Sinv only,0.1996
XLOC_002223,NA,,,642.7585713,255.7909038,386.9676675,-131.1767637,all others,0,0,14.92791667,neither,NA
XLOC_002224,5.02E-63,gi|307172722|gb|EFN64028.1| Titin,Camponotus floridanus,473.314994,192.5846142,280.7303798,-88.14576554,all others,0,0,31.52416667,neither,NA
XLOC_002225,1.76E-38,gi|332026312|gb|EGI66446.1| Caseinolytic peptidase B protein-like protein,Acromyrmex echinatior,1358.735351,810.4854723,548.2498789,262.2355934,all others,0,0,6.302083333,neither,NA
XLOC_002226,NA,,,371.0382646,183.7557211,187.2825436,-3.526822543,all others,0,0,2.826666667,neither,NA
XLOC_002227,NA,,,240.5751879,114.5178324,126.0573555,-11.53952313,all others,1,0,4.95,Sinv only,0.0775
XLOC_002228,0,gi|332024453|gb|EGI64651.1| Gamma-aminobutyric acid type B receptor subunit 2,Acromyrmex echinatior,208.8454578,16.22089837,192.6245594,-176.4036611,all others,1,1,6.4425,both,0.1133
XLOC_002229,4.87E-32,gi|332026456|gb|EGI66584.1| Transcription initiation factor TFIID subunit 4,Acromyrmex echinatior,1441.729137,554.1095223,887.6196142,-333.510092,all others,0,0,11.67541667,neither,NA
XLOC_002231,0,gi|332019226|gb|EGI59736.1| C-myc promoter-binding protein,Acromyrmex echinatior,1006.882237,462.1932457,544.6889916,-82.49574585,all others,1,1,19.33375,both,0.0548
XLOC_002232,3.79E-21,gi|307178490|gb|EFN67179.1| Fermitin family-like protein 2,Camponotus floridanus,166.3743156,68.70275055,97.67156503,-28.96881447,all others,0,0,9.412083333,neither,NA
XLOC_002233,NA,,,170.9081424,88.44487455,82.46326785,5.981606699,all others,0,0,1.785,neither,NA
XLOC_002234,1.59E-88,gi|307177636|gb|EFN66694.1| Hyccin,Camponotus floridanus,319.9304206,149.0699212,170.8604993,-21.7905781,all others,0,0,29.15291667,neither,NA
XLOC_002235,NA,,,407.3365209,224.6700205,182.6665003,42.00352023,all others,0,0,4.347083333,neither,NA
XLOC_002236,NA,,,1638.609778,796.7443859,841.8653921,-45.12100621,forager,0,0,16.4375,neither,NA
XLOC_002238,0,gi|307207885|gb|EFN85446.1| Pyruvate kinase,Harpegnathos saltator,335.8062313,60.00309623,275.803135,-215.8000388,nurse,1,1,188.6895833,both,0.0249
XLOC_002241,4.59E-26,gi|148680172|gb|EDL12119.1| mCG4120,Mus musculus,197.9680077,93.31031564,104.6576921,-11.34737643,all others,0,0,4.719583333,neither,NA
XLOC_002245,NA,,,376.6192239,208.5071574,168.1120666,40.39509077,all others,0,0,11.28708333,neither,NA
XLOC_002247,0,gi|332018139|gb|EGI58748.1| Carboxypeptidase D,Acromyrmex echinatior,436.3405567,29.68589981,406.6546569,-376.9687571,all others,1,1,34.50583333,both,0.0117
XLOC_002248,0,gi|307207937|gb|EFN85496.1| Huntingtin-interacting protein 1,Harpegnathos saltator,1616.071669,1006.980622,609.0910473,397.8895745,all others,1,1,60.555,both,0.0899
XLOC_002249,0,gi|332018132|gb|EGI58741.1| Lethal(2)neighbour of tid protein,Acromyrmex echinatior,840.0941616,381.3282674,458.7658943,-77.43762691,all others,1,1,27.0275,both,0.0783
XLOC_002250,0,"gi|307196324|gb|EFN77937.1| Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",Harpegnathos saltator,1095.706652,766.4941038,329.2125478,437.2815559,forager,1,1,21.34291667,both,0.1714
XLOC_002251,0,gi|332018136|gb|EGI58745.1| Protein SHQ1-like protein,Acromyrmex echinatior,984.9934382,426.5606846,558.4327536,-131.872069,all others,1,1,12.05958333,both,0.3136
XLOC_002252,0,"gi|332018141|gb|EGI58750.1| ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",Acromyrmex echinatior,473.7377053,229.0107943,244.726911,-15.71611666,all others,1,1,33.38541667,both,0.0531
XLOC_002253,4.46E-15,"gi|332016618|gb|EGI57490.1| Protein tramtrack, alpha isoform",Acromyrmex echinatior,215.1443602,81.90914367,133.2352166,-51.3260729,all others,0,0,1.523333333,neither,NA
XLOC_002254,8.38E-31,gi|332026600|gb|EGI66709.1| Claspin,Acromyrmex echinatior,284.8931373,153.3035291,131.5896082,21.71392084,all others,0,0,1.924583333,neither,NA
XLOC_002255,NA,,,1431.074718,839.7411384,591.3335797,248.4075587,all others,0,0,18.26125,neither,NA
XLOC_002256,0,gi|332030777|gb|EGI70453.1| Zinc finger protein 84,Acromyrmex echinatior,1036.62732,707.0113567,329.615963,377.3953937,forager,1,1,29.33958333,both,0.0575
XLOC_002257,1.77E-104,gi|332016755|gb|EGI57584.1| Elongation of very long chain fatty acids protein 7,Acromyrmex echinatior,171.9985926,69.07313594,102.9254566,-33.85232071,all others,0,1,7.080833333,Amel only,NA
XLOC_002258,NA,,,522.4163349,307.2114784,215.2048565,92.00662195,all others,0,0,1.690833333,neither,NA
XLOC_002259,NA,,,234.7348294,81.1732205,153.5616089,-72.3883884,all others,0,0,3.135833333,neither,NA
XLOC_002260,NA,,,213.0013521,105.4089939,107.5923582,-2.183364286,all others,0,0,3.379166667,neither,NA
XLOC_002261,0,gi|307170306|gb|EFN62661.1| Centaurin-alpha-1,Camponotus floridanus,307.5850272,121.1493679,186.4356593,-65.28629134,all others,1,1,6.759583333,both,0.0084
XLOC_002262,1.45E-38,gi|332018521|gb|EGI59111.1| N-acetyltransferase 9-like protein,Acromyrmex echinatior,196.7527149,20.88765846,175.8650565,-154.977398,all others,0,0,2.484583333,neither,NA
XLOC_002264,3.73E-175,gi|307170306|gb|EFN62661.1| Centaurin-alpha-1,Camponotus floridanus,407.0681769,192.9566277,214.1115492,-21.15492155,nurse,1,0,6.52375,Sinv only,0.2875
XLOC_002266,NA,,,934.9876099,442.8603856,492.1272243,-49.26683869,all others,0,0,16.0275,neither,NA
XLOC_002267,1.71E-147,gi|307182462|gb|EFN69697.1| Hormone receptor 4,Camponotus floridanus,177.2216555,43.98843448,133.233221,-89.24478652,nurse,1,1,1.217083333,both,0.001
XLOC_002268,NA,,,637.4244822,232.7487989,404.6756833,-171.9268845,all others,0,0,1.197083333,neither,NA
XLOC_002269,0,gi|332025910|gb|EGI66066.1| Histone-lysine N-methyltransferase trithorax,Acromyrmex echinatior,566.7150907,357.3950524,209.3200383,148.0750141,all others,0,0,3.6875,neither,NA
XLOC_002270,1.17E-40,gi|307214230|gb|EFN89336.1| Ras-GEF domain-containing family member 1B,Harpegnathos saltator,179.6617376,34.20191249,145.4598251,-111.2579126,all others,0,0,13.0725,neither,NA
XLOC_002271,NA,,,483.9146968,173.8572431,310.0574537,-136.2002106,all others,0,0,11.10333333,neither,NA
XLOC_002272,NA,,,123.0976914,44.54219399,78.55549742,-34.01330343,all others,0,0,2.073333333,neither,NA
XLOC_002273,0,gi|332019919|gb|EGI60379.1| Maternal protein tudor,Acromyrmex echinatior,929.7686413,606.1014388,323.6672025,282.4342363,all others,1,0,4.251666667,Sinv only,0.3159
XLOC_002274,NA,,,652.5058107,391.6846324,260.8211783,130.8634541,all others,0,0,1.876666667,neither,NA
XLOC_002275,NA,,,653.2766478,347.9673955,305.3092523,42.65814324,all others,0,0,18.66041667,neither,NA
XLOC_002277,2.89E-39,"gi|307185250|gb|EFN71369.1| Glutamate receptor, ionotropic kainate 2",Camponotus floridanus,144.2901427,38.69489013,105.5952526,-66.90036245,all others,1,0,3.959583333,Sinv only,0.2977
XLOC_002280,1.98E-30,gi|17862992|gb|AAL39973.1| SD07683p,Drosophila melanogaster,296.211533,124.0021921,172.2093409,-48.20714886,all others,0,0,2.56,neither,NA
XLOC_002281,6.76E-70,gi|307213697|gb|EFN89046.1| Histone acetyltransferase MYST2,Harpegnathos saltator,559.070033,309.9373034,249.1327296,60.80457384,all others,1,0,8.609166667,Sinv only,0.001
XLOC_002282,9.27E-102,gi|307180056|gb|EFN68132.1| Gamma-1-syntrophin,Camponotus floridanus,395.5213591,217.9042842,177.6170749,40.28720924,all others,0,0,7.1025,neither,NA
XLOC_002283,0,gi|332027075|gb|EGI67171.1| Pleiotropic regulator 1,Acromyrmex echinatior,1617.152835,873.6126556,743.5401793,130.0724763,all others,1,1,5.57625,both,0.0373
XLOC_002285,0,gi|332027068|gb|EGI67164.1| FGGY carbohydrate kinase domain-containing protein,Acromyrmex echinatior,1139.665451,717.3974336,422.2680173,295.1294164,all others,1,1,17.57125,both,0.1782
XLOC_002286,0,gi|332027078|gb|EGI67174.1| DNA polymerase zeta catalytic subunit,Acromyrmex echinatior,539.3847151,197.4760859,341.9086292,-144.4325433,all others,1,1,1.353333333,both,0.237
XLOC_002287,0,gi|332027077|gb|EGI67173.1| Nucleoporin NUP85,Acromyrmex echinatior,705.9659288,404.340904,301.6250248,102.7158792,all others,1,1,6.84125,both,0.0512
XLOC_002288,0,gi|332027076|gb|EGI67172.1| Bifunctional purine biosynthesis protein PURH,Acromyrmex echinatior,634.9841568,355.2090352,279.7751216,75.43391353,all others,1,1,39.29125,both,0.0622
XLOC_002289,0,"gi|332027073|gb|EGI67169.1| A kinase anchor protein 10, mitochondrial",Acromyrmex echinatior,915.9136974,498.0539882,417.8597092,80.19427907,all others,1,1,7.777083333,both,0.1827
XLOC_002290,3.14E-97,gi|170033163|ref|XP_001844448.1| cornetto,Culex quinquefasciatus,906.9275159,586.0358843,320.8916316,265.1442528,all others,1,1,5.86375,both,0.1074
XLOC_002291,NA,,,586.6835228,349.353892,237.3296308,112.0242612,all others,1,0,1.096666667,Sinv only,0.3248
XLOC_002292,1.40E-67,gi|307196232|gb|EFN77878.1| UPF0414 transmembrane protein C20orf30-like protein,Harpegnathos saltator,495.6346386,297.276602,198.3580366,98.91856536,all others,1,1,28.04166667,both,0.0216
XLOC_002293,NA,,,190.6406609,55.94348308,134.6971778,-78.75369473,all others,0,0,1.485833333,neither,NA
XLOC_002294,4.26E-41,gi|332020029|gb|EGI60480.1| Caspase-1,Acromyrmex echinatior,261.9519583,122.9883757,138.9635826,-15.97520691,all others,1,0,1.33875,Sinv only,99
XLOC_002295,7.18E-57,gi|332024352|gb|EGI64551.1| Luciferin 4-monooxygenase,Acromyrmex echinatior,432.9001743,184.5776916,248.3224828,-63.74479122,forager,0,0,38.3075,neither,NA
